年度,選手名,年齢,ポジション,チーム,年俸,年俸_円
2024,松本　遼大,21,投手,日本ハム,290万円,2900000
2024,齊藤　伸治,25,投手,日本ハム,290万円,2900000
2024,菅井　信也,20,投手,西武,280万円,2800000
2024,川下　将勲,18,投手,西武,280万円,2800000
2024,木瀬　翔太,18,投手,西武,280万円,2800000
2024,谷口　朝陽,19,内野手,西武,280万円,2800000
2024,髙野　颯太,18,内野手,ヤクルト,280万円,2800000
2024,佐藤　一磨,22,投手,オリックス,270万円,2700000
2024,加藤　大和,18,投手,日本ハム,260万円,2600000
2024,中山　晶量,25,投手,日本ハム,260万円,2600000
2024,山本　晃大,24,投手,日本ハム,260万円,2600000
2024,濵田　泰希,18,内野手,日本ハム,260万円,2600000
2024,平田　大樹,18,外野手,日本ハム,260万円,2600000
2024,阿部　和広,20,外野手,日本ハム,260万円,2600000
2024,藤田　大清,19,外野手,日本ハム,260万円,2600000
2024,山口　アタル,24,外野手,日本ハム,260万円,2600000
2024,竹下　瑛広,23,投手,楽天,250万円,2500000
2024,永田　颯太郎,23,内野手,楽天,250万円,2500000
2024,柳澤　大空,20,外野手,楽天,250万円,2500000
2024,中田　惟斗,22,投手,オリックス,250万円,2500000
2024,川瀬　堅斗,21,投手,オリックス,250万円,2500000
2024,杉原　望来,18,投手,広島,250万円,2500000
2024,才木　海翔,23,投手,オリックス,240万円,2400000
2024,入山　海斗,23,投手,オリックス,240万円,2400000
2024,寿賀　弘都,18,投手,オリックス,240万円,2400000
2024,大江　海透,24,投手,オリックス,240万円,2400000
2024,宮國　凌空,18,投手,オリックス,240万円,2400000
2024,芦田　丈飛,24,投手,オリックス,240万円,2400000
2024,村上　喬一朗,23,捕手,オリックス,240万円,2400000
2024,河野　聡太,23,内野手,オリックス,240万円,2400000
2024,山中　尭之,25,外野手,オリックス,240万円,2400000
2024,田中　楓基,20,投手,ロッテ,230万円,2300000
2024,永島田　輝斗,20,投手,ロッテ,230万円,2300000
2024,吉川　悠斗,19,投手,ロッテ,230万円,2300000
2024,白濱　快起,19,投手,ロッテ,230万円,2300000
2024,武内　涼太,18,投手,ロッテ,230万円,2300000
2024,村山　亮介,20,捕手,ロッテ,230万円,2300000
2024,富山　紘之進,18,捕手,ロッテ,230万円,2300000
2024,勝又　琉偉,19,内野手,ロッテ,230万円,2300000
2024,黒川　凱星,19,内野手,ロッテ,230万円,2300000
2024,松石　信八,18,内野手,ロッテ,230万円,2300000
2024,髙野　光海,19,外野手,ロッテ,230万円,2300000
2024,藤田　和樹,18,外野手,ロッテ,230万円,2300000
2024,古賀　康誠,19,投手,楽天,230万円,2300000
2024,江川　侑斗,22,捕手,楽天,230万円,2300000
2024,澤野　聖悠,22,内野手,楽天,230万円,2300000
2024,大河原　翔,20,外野手,楽天,230万円,2300000
2025,Ｒ．マルティネス,29,投手,巨人,12億円,1200000000
2025,Ｌ．モイネロ,30,投手,ソフトバンク,10億円,1000000000
2025,Ｒ．オスナ,31,投手,ソフトバンク,10億円,1000000000
2025,Ｔ．バウアー,35,投手,DeNA,9億円,900000000
2025,Ｃ．スチュワート・ジュニア,26,投手,ソフトバンク,7億円,700000000
2025,村上　宗隆,26,内野手,ヤクルト,6億円,600000000
2025,近藤　健介,32,外野手,ソフトバンク,5億5000万円,550000000
2025,岡本　和真,29,内野手,巨人,5億4000万円,540000000
2025,坂本　勇人,37,内野手,巨人,5億円,500000000
2025,浅村　栄斗,35,内野手,楽天,5億円,500000000
2025,山田　哲人,33,内野手,ヤクルト,5億円,500000000
2025,Ｔ．オースティン,34,内野手,DeNA,4億9500万円,495000000
2025,Ｄ．サンタナ,33,外野手,ヤクルト,4億7700万円,477000000
2025,柳田　悠岐,37,外野手,ソフトバンク,4億7000万円,470000000
2025,山川　穂高,34,内野手,ソフトバンク,4億5000万円,450000000
2025,Ｊ．オスナ,33,内野手,ヤクルト,4億3700万円,437000000
2025,Ｇ．ポランコ,34,外野手,ロッテ,4億円,400000000
2025,有原　航平,33,投手,ソフトバンク,4億円,400000000
2025,森　友哉,30,捕手,オリックス,4億円,400000000
2025,近本　光司,31,外野手,阪神,3億7000万円,370000000
2025,Ｄ．バーヘイゲン,35,投手,日本ハム,3億5000万円,350000000
2025,大山　悠輔,31,内野手,阪神,3億4000万円,340000000
2025,丸　佳浩,37,外野手,巨人,3億2000万円,320000000
2025,加藤　貴之,33,投手,日本ハム,3億円,300000000
2025,中田　翔,37,内野手,中日,3億円,300000000
2025,Ｎ．ソト,37,内野手,ロッテ,3億円,300000000
2025,戸郷　翔征,26,投手,巨人,3億円,300000000
2025,則本　昂大,35,投手,楽天,3億円,300000000
2025,Ｆ．レイエス,30,外野手,日本ハム,3億円,300000000
2025,山﨑　康晃,33,投手,DeNA,3億円,300000000
2025,筒香　嘉智,34,外野手,DeNA,3億円,300000000
2025,源田　壮亮,33,内野手,西武,3億円,300000000
2025,今宮　健太,34,内野手,ソフトバンク,3億円,300000000
2025,西川　龍馬,31,外野手,オリックス,3億円,300000000
2025,Ｊ．ゲラ,30,投手,阪神,3億円,300000000
2025,西　勇輝,35,投手,阪神,3億円,300000000
2025,山﨑　福也,33,投手,日本ハム,2億5000万円,250000000
2025,Ａ．マルティネス,30,捕手,日本ハム,2億5000万円,250000000
2025,牧　秀悟,28,内野手,DeNA,2億5000万円,250000000
2025,Ｔ．ネビン,28,外野手,西武,2億5000万円,250000000
2025,上沢　直之,32,投手,ソフトバンク,2億5000万円,250000000
2025,Ｄ．ヘルナンデス,29,投手,ソフトバンク,2億5000万円,250000000
2025,菊池　涼介,36,内野手,広島,2億5000万円,250000000
2025,Ｐ．ランバート,29,投手,ヤクルト,2億4300万円,243000000
2025,Ｊ．ビーズリー,30,投手,阪神,2億4000万円,240000000
2025,Ａ．ジャクソン,30,投手,DeNA,2億3800万円,238000000
2025,伊藤　大海,28,投手,日本ハム,2億2000万円,220000000
2025,岸　孝之,41,投手,楽天,2億2000万円,220000000
2025,東　克樹,30,投手,DeNA,2億1000万円,210000000
2025,甲斐　拓也,33,捕手,巨人,2億1000万円,210000000
2025,髙橋　光成,29,投手,西武,2億1000万円,210000000
2025,益田　直也,36,投手,ロッテ,2億円,200000000
2025,中村　奨吾,34,内野手,ロッテ,2億円,200000000
2025,Ｆ．グリフィン,30,投手,巨人,2億円,200000000
2025,Ｋ．ケラー,33,投手,巨人,2億円,200000000
2025,吉川　尚輝,31,内野手,巨人,2億円,200000000
2025,Ｔ．キャベッジ,29,外野手,巨人,2億円,200000000
2025,平良　海馬,26,投手,西武,2億円,200000000
2025,宮﨑　敏郎,37,内野手,DeNA,2億円,200000000
2025,宮城　大弥,24,投手,オリックス,2億円,200000000
2025,大瀬良　大地,34,投手,広島,2億円,200000000
2025,Ａ．マチャド,33,投手,オリックス,2億円,200000000
2025,岩崎　優,34,投手,阪神,2億円,200000000
2025,澤村　拓一,38,投手,ロッテ,2億円,200000000
2025,Ｙ．マルテ,31,投手,中日,1億9000万円,190000000
2025,今井　達也,28,投手,西武,1億8000万円,180000000
2025,秋山　翔吾,38,外野手,広島,1億8000万円,180000000
2025,田口　麗斗,30,投手,ヤクルト,1億7500万円,175000000
2025,佐野　恵太,31,外野手,DeNA,1億7000万円,170000000
2025,万波　中正,26,外野手,日本ハム,1億6500万円,165000000
2025,平野　佳寿,42,投手,オリックス,1億6500万円,165000000
2025,森下　暢仁,28,投手,広島,1億6500万円,165000000
2025,梅野　隆太郎,34,捕手,阪神,1億6000万円,160000000
2025,田中　将大,37,投手,巨人,1億6000万円,160000000
2025,大城　卓三,33,捕手,巨人,1億6000万円,160000000
2025,外崎　修汰,33,内野手,西武,1億6000万円,160000000
2025,Ｌ．セデーニョ,27,内野手,西武,1億6000万円,160000000
2025,栗林　良吏,29,投手,広島,1億6000万円,160000000
2025,小島　和哉,29,投手,ロッテ,1億6000万円,160000000
2025,西野　勇士,35,投手,ロッテ,1億5000万円,150000000
2025,佐藤　輝明,27,内野手,阪神,1億5000万円,150000000
2025,Ｓ．ハワード,29,投手,楽天,1億5000万円,150000000
2025,Ａ．バルドナード,33,投手,巨人,1億5000万円,150000000
2025,高梨　雄平,33,投手,巨人,1億5000万円,150000000
2025,Ａ．ケイ,31,投手,DeNA,1億5000万円,150000000
2025,又吉　克樹,35,投手,ソフトバンク,1億5000万円,150000000
2025,東浜　巨,35,投手,ソフトバンク,1億5000万円,150000000
2025,武田　翔太,33,投手,ソフトバンク,1億5000万円,150000000
2025,床田　寛樹,31,投手,広島,1億5000万円,150000000
2025,Ｍ．バウマン,30,投手,ヤクルト,1億5000万円,150000000
2025,中村　悠平,35,捕手,ヤクルト,1億5000万円,150000000
2025,栗原　陵矢,29,内野手,ソフトバンク,1億5000万円,150000000
2025,坂倉　将吾,27,捕手,広島,1億5000万円,150000000
2025,Ｅ．オリバレス,30,外野手,オリックス,1億5000万円,150000000
2025,中野　拓夢,29,内野手,阪神,1億4500万円,145000000
2025,Ｒ．ウィック,33,投手,DeNA,1億4300万円,143000000
2025,伊藤　将司,30,投手,阪神,1億4000万円,140000000
2025,九里　亜蓮,34,投手,オリックス,1億4000万円,140000000
2025,Ｎ．ネルソン,30,投手,阪神,1億3500万円,135000000
2025,Ｅ．ラミレス,31,投手,西武,1億3000万円,130000000
2025,若月　健矢,30,捕手,オリックス,1億3000万円,130000000
2025,Ｅ．モンテロ,27,内野手,広島,1億3000万円,130000000
2025,石川　柊太,34,投手,ロッテ,1億2000万円,120000000
2025,髙橋　宏斗,23,投手,中日,1億2000万円,120000000
2025,才木　浩人,27,投手,阪神,1億2000万円,120000000
2025,大野　雄大,37,投手,中日,1億2000万円,120000000
2025,Ｔ．ウィンゲンター,32,投手,西武,1億2000万円,120000000
2025,Ｅ．ヘルナンデス,31,外野手,巨人,1億2000万円,120000000
2025,Ｍ．フランコ,33,内野手,楽天,1億2000万円,120000000
2025,桑原　将志,32,外野手,DeNA,1億2000万円,120000000
2025,Ｊ．デュプランティエ,31,投手,阪神,1億1600万円,116000000
2025,Ｔ．ハーン,31,投手,広島,1億1500万円,115000000
2025,柳　裕也,32,投手,中日,1億1000万円,110000000
2025,松本　剛,32,外野手,日本ハム,1億1000万円,110000000
2025,Ｍ．ヤフーレ,28,投手,楽天,1億1000万円,110000000
2025,小川　泰弘,36,投手,ヤクルト,1億1000万円,110000000
2025,松本　裕樹,30,投手,ソフトバンク,1億1000万円,110000000
2025,周東　佑京,30,内野手,ソフトバンク,1億1000万円,110000000
2025,Ｓ．ファビアン,28,外野手,広島,1億800万円,108000000
2025,Ｎ．ターリー,36,投手,楽天,1億500万円,105000000
2025,Ｂ．サモンズ,31,投手,ロッテ,1億円,100000000
2025,坂本　誠志郎,32,捕手,阪神,1億円,100000000
2025,Ｈ．メヒア,29,投手,中日,1億円,100000000
2025,Ｋ．マラー,28,投手,中日,1億円,100000000
2025,Ｔ．ゲレーロ,35,投手,ロッテ,1億円,100000000
2025,大島　洋平,40,外野手,中日,1億円,100000000
2025,Ｊ．ボスラー,32,外野手,中日,1億円,100000000
2025,伏見　寅威,36,捕手,日本ハム,1億円,100000000
2025,石田　健大,33,投手,DeNA,1億円,100000000
2025,宋　家豪,33,投手,楽天,1億円,100000000
2025,森原　康平,34,投手,DeNA,1億円,100000000
2025,中村　剛也,42,内野手,西武,1億円,100000000
2025,Ａ．エスピノーザ,28,投手,オリックス,1億円,100000000
2025,田嶋　大樹,29,投手,オリックス,1億円,100000000
2025,Ｌ．ペルドモ,33,投手,オリックス,1億円,100000000
2025,牧原　大成,33,内野手,ソフトバンク,1億円,100000000
2025,中村　晃,36,外野手,ソフトバンク,1億円,100000000
2025,岩貞　祐太,34,投手,阪神,1億円,100000000
2025,清水　達也,26,投手,中日,9500万円,95000000
2025,伊勢　大夢,28,投手,DeNA,9250万円,92500000
2025,細川　成也,27,外野手,中日,9200万円,92000000
2025,長岡　秀樹,24,内野手,ヤクルト,9200万円,92000000
2025,涌井　秀章,39,投手,中日,9000万円,90000000
2025,大竹　耕太郎,30,投手,阪神,9000万円,90000000
2025,河野　竜生,27,投手,日本ハム,9000万円,90000000
2025,Ｏ．カリステ,34,内野手,中日,9000万円,90000000
2025,大勢 （翁田　大勢）,26,投手,巨人,9000万円,90000000
2025,山﨑　伊織,27,投手,巨人,9000万円,90000000
2025,隅田　知一郎,26,投手,西武,9000万円,90000000
2025,平井　克典,34,投手,西武,9000万円,90000000
2025,小深田　大翔,30,内野手,楽天,9000万円,90000000
2025,石山　泰稚,37,投手,ヤクルト,9000万円,90000000
2025,清水　昇,29,投手,ヤクルト,9000万円,90000000
2025,大関　友久,28,投手,ソフトバンク,9000万円,90000000
2025,小園　海斗,25,内野手,広島,9000万円,90000000
2025,石川　歩,38,投手,ロッテ,9000万円,90000000
2025,桐敷　拓馬,26,投手,阪神,8800万円,88000000
2025,島内　颯太郎,29,投手,広島,8800万円,88000000
2025,種市　篤暉,27,投手,ロッテ,8500万円,85000000
2025,藤嶋　健人,28,投手,中日,8500万円,85000000
2025,藤岡　裕大,32,内野手,ロッテ,8500万円,85000000
2025,中川　皓太,32,投手,巨人,8500万円,85000000
2025,石井　大智,28,投手,阪神,8200万円,82000000
2025,村上　頌樹,27,投手,阪神,8000万円,80000000
2025,佐藤　都志也,28,捕手,ロッテ,8000万円,80000000
2025,清宮　幸太郎,27,内野手,日本ハム,8000万円,80000000
2025,酒居　知史,33,投手,楽天,8000万円,80000000
2025,辛島　航,35,投手,楽天,8000万円,80000000
2025,栗山　巧,42,外野手,西武,8000万円,80000000
2025,會澤　翼,38,捕手,広島,8000万円,80000000
2025,Ｊ．ディアス,25,内野手,オリックス,8000万円,80000000
2025,野間　峻祥,33,外野手,広島,8000万円,80000000
2025,紅林　弘太郎,24,内野手,オリックス,7900万円,79000000
2025,森下　翔太,25,外野手,阪神,7800万円,78000000
2025,Ｊ．ドミンゲス,30,投手,広島,7700万円,77000000
2025,祖父江　大輔,38,投手,中日,7500万円,75000000
2025,戸柱　恭孝,36,捕手,DeNA,7500万円,75000000
2025,嶺井　博希,34,捕手,ソフトバンク,7500万円,75000000
2025,津森　宥紀,28,投手,ソフトバンク,7300万円,73000000
2025,宗　佑磨,29,内野手,オリックス,7300万円,73000000
2025,田中　正義,31,投手,日本ハム,7200万円,72000000
2025,大貫　晋一,32,投手,DeNA,7200万円,72000000
2025,国吉　佑樹,34,投手,ロッテ,7000万円,70000000
2025,杉浦　稔大,34,投手,日本ハム,7000万円,70000000
2025,田村　龍弘,32,捕手,ロッテ,7000万円,70000000
2025,木下　拓哉,34,捕手,中日,7000万円,70000000
2025,糸原　健斗,33,内野手,阪神,7000万円,70000000
2025,荻野　貴司,40,外野手,ロッテ,7000万円,70000000
2025,岡林　勇希,24,外野手,中日,7000万円,70000000
2025,岡　大海,34,外野手,ロッテ,7000万円,70000000
2025,早川　隆久,27,投手,楽天,7000万円,70000000
2025,木澤　尚文,28,投手,ヤクルト,7000万円,70000000
2025,藤井　皓哉,29,投手,ソフトバンク,7000万円,70000000
2025,Ｊ．ダウンズ,27,内野手,ソフトバンク,7000万円,70000000
2025,頓宮　裕真,29,捕手,オリックス,7000万円,70000000
2025,茂木　栄五郎,32,内野手,ヤクルト,7000万円,70000000
2025,中川　圭太,30,内野手,オリックス,7000万円,70000000
2025,山岡　泰輔,30,投手,オリックス,6800万円,68000000
2025,杉本　裕太郎,35,外野手,オリックス,6700万円,67000000
2025,角中　勝也,39,外野手,ロッテ,6600万円,66000000
2025,小郷　裕哉,29,外野手,楽天,6600万円,66000000
2025,山田　修義,34,投手,オリックス,6600万円,66000000
2025,宮西　尚生,40,投手,日本ハム,6500万円,65000000
2025,木浪　聖也,31,内野手,阪神,6500万円,65000000
2025,三嶋　一輝,36,投手,DeNA,6500万円,65000000
2025,鈴木　翔天,29,投手,楽天,6500万円,65000000
